SALE TYPE,HOME TYPE,ADDRESS,CITY,STATE,ZIP,LIST PRICE,BEDS,BATHS,LOCATION,SQFT,LOT SIZE,YEAR BUILT,PARKING SPOTS,PARKING TYPE,DAYS ON MARKET,STATUS,NEXT OPEN HOUSE DATE,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,RECENT REDUCTION DATE,ORIGINAL LIST PRICE,LAST SALE DATE,LAST SALE PRICE,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,LISTING ID,ORIGINAL SOURCE,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,IS SHORT SALE,price_per_sq_ft
Past Sale,Condo/Coop,199 New Montgomery St #1009,San Francisco,CA,94105,898000,1,1,Yerba Buena,,,2004,1,,,Sold,,,,,898000,2016-02-04,908000,http://www.redfin.com/CA/San-Francisco/199-New-Montgomery-St-94105/unit-1009/home/12401494,San Francisco Association of Realtors (SFARMLS),440781,Coldwell Banker Res. R.E. Svcs,N,Y,37.7866011,-122.3991105,false,
Past Sale,Condo/Coop,1042 Lake St,San Francisco,CA,94118,1600000,3,1.5,Lake,1770,,1907,1,,,Sold,,,,,1600000,2016-03-17,1800000,http://www.redfin.com/CA/San-Francisco/1042-Lake-St-94118/home/605220,San Francisco Association of Realtors (SFARMLS),441780,Pacific Union International Inc.,N,Y,37.7865761,-122.4707749,false,1017
Past Sale,Condo/Coop,199 New Montgomery St #505,San Francisco,CA,94105,848000,1,1,Yerba Buena,794,,2004,1,,,Sold,,,,,848000,2016-05-12,900000,http://www.redfin.com/CA/San-Francisco/199-New-Montgomery-St-94105/unit-505/home/12401455,San Francisco Association of Realtors (SFARMLS),444652,Vanguard Properties,N,Y,37.7866011,-122.3991105,false,1134
Past Sale,Condo/Coop,2200 Sacramento St #901,San Francisco,CA,94115,1199000,1,2,Pacific Heights,952,,,1,,,Sold,,,,2015-11-20,1350000,2016-01-15,1125000,http://www.redfin.com/CA/San-Francisco/2200-Sacramento-St-94115/unit-901/home/1217119,San Francisco Association of Realtors (SFARMLS),437733,Coldwell Banker Previews Int'l,N,Y,37.7906904,-122.4294952,false,1182
Past Sale,Condo/Coop,2149 Lyon St #4,San Francisco,CA,94115,929000,2,1.5,Pacific Heights,,,1907,1,,,Sold,,,,,929000,2015-12-28,1100000,http://www.redfin.com/CA/San-Francisco/2149-Lyon-St-94115/unit-4/home/39687166,San Francisco Association of Realtors (SFARMLS),439703,Vanguard Properties,N,Y,37.7907468,-122.4462093,false,
Past Sale,Condo/Coop,2149 Lyon St #1,San Francisco,CA,94115,599000,2,1,Pacific Heights,594,,1907,0,,,Sold,,,,,599000,2015-12-02,680000,http://www.redfin.com/CA/San-Francisco/2149-Lyon-St-94115/unit-1/home/39883247,San Francisco Association of Realtors (SFARMLS),439150,Paragon Real Estate Group,N,Y,37.7907468,-122.4462093,false,1145
Past Sale,Multi-Family (5+ Unit),3103 Jackson St,San Francisco,CA,94115,,13,7,94115,7957,,1907,,,,,,,,,,2015-12-28,1100000,http://www.redfin.com/CA/San-Francisco/3103-Jackson-St-94115/home/1562430,,,,N,Y,37.7907601,-122.4462122,,138
Past Sale,Condo/Coop,2200 Sacramento #1502,San Francisco,CA,94115,1280000,2,2,Pacific Heights,1150,,1964,1,,,Sold,,,,,1280000,2016-06-01,1280000,http://www.redfin.com/CA/San-Francisco/2200-Sacramento-St-94115/unit-1502/home/1825330,San Francisco Association of Realtors (SFARMLS),445378,Coldwell Banker Res. R.E. Svc.,N,Y,37.7906904,-122.4294952,false,1113
Past Sale,Condo/Coop,2200 Sacramento St #405,San Francisco,CA,94115,895000,1,1,Pacific Heights,,,,1,,,Sold,,,,,895000,2016-04-21,1001000,http://www.redfin.com/CA/San-Francisco/2200-Sacramento-St-94115/unit-405/home/969775,San Francisco Association of Realtors (SFARMLS),440969,McGuire Real Estate,N,Y,37.7906904,-122.4294952,false,
Past Sale,Condo/Coop,2869 Green St,San Francisco,CA,94123,,2,1,94123,1344,,1932,,,,,,,,,,2015-11-04,1550000,http://www.redfin.com/CA/San-Francisco/2869-Green-St-94123/home/585842,,,,N,Y,37.794529,-122.446265,,1153
Past Sale,Multi-Family (2-4 Unit),1029 Washington St,San Francisco,CA,94108,,,2,94108,2070,,1912,,,,,,,,,,2015-11-02,2275000,http://www.redfin.com/CA/San-Francisco/1029-Washington-St-94108/home/1786895,,,,N,Y,37.7945529,-122.4102894,,1099
Past Sale,Condo/Coop,1550 Jackson St #5,San Francisco,CA,94109,650000,1,1,Nob Hill,673,,1912,0,,,Sold,,,,,650000,2016-05-31,745250,http://www.redfin.com/CA/San-Francisco/1550-Jackson-St-94109/unit-5/home/2022685,San Francisco Association of Realtors (SFARMLS),444380,Climb Real Estate,N,Y,37.794523,-122.420572,false,1107
Past Sale,Condo/Coop,1855 Sacramento St #11,San Francisco,CA,94109,899000,1,1,Pacific Heights,1109,,1916,1,,,Sold,,,,,899000,2016-05-27,950000,http://www.redfin.com/CA/San-Francisco/1855-Sacramento-St-94109/unit-11/home/1135780,San Francisco Association of Realtors (SFARMLS),445013,Paragon Real Estate Group,N,Y,37.7909519,-122.4234068,false,857
Past Sale,Condo/Coop,1177 California #304,San Francisco,CA,94116,779000,1,1,Nob Hill,,,1977,1,,,Sold,,,,,779000,2015-12-01,790000,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-304/home/1522372,San Francisco Association of Realtors (SFARMLS),438853,Paragon Real Estate Group,N,Y,37.791026,-122.413648,false,
Past Sale,Condo/Coop,1177 California St Apt 702,San Francisco,CA,94108,,1,1,94108,511,,1978,,,,,,,,,,2015-12-18,665000,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-702/home/1968277,,,,N,Y,37.791026,-122.413648,,1301
Past Sale,Condo/Coop,1177 California St #423,San Francisco,CA,94108,738000,0,1,Nob Hill,706,,1978,1,,,Sold,,,,,710000,2015-12-29,738000,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-423/home/1908914,San Francisco Association of Realtors (SFARMLS),436019,"Alain Pinel, REALTORS®",N,Y,37.791026,-122.413648,false,1045
Past Sale,Condo/Coop,1177 California St Apt 1212,San Francisco,CA,94108,,0,1,94108,1056,,1978,,,,,,,,,,2016-01-11,1200000,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-1212/home/547971,,,,N,Y,37.791026,-122.413648,,1136
Past Sale,Condo/Coop,1177 California St #402,San Francisco,CA,94108,549000,0,1,Nob Hill,511,,1978,1,,,Sold,,,,,549000,2016-03-10,575000,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-402/home/1433725,San Francisco Association of Realtors (SFARMLS),441160,Paragon Real Estate Group,N,Y,37.791026,-122.413648,false,1125
Past Sale,Condo/Coop,1177 California St #933,San Francisco,CA,94108,795000,1,1,Nob Hill,,,1978,1,,,Sold,,,,,795000,2016-03-09,783750,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-933/home/549368,San Francisco Association of Realtors (SFARMLS),441444,Sotheby's International Realty,N,Y,37.791026,-122.413648,false,
Past Sale,Condo/Coop,1177 California St #233,San Francisco,CA,94108,729000,1,1,Nob Hill,756,,,1,,,Sold,,,,,729000,2016-03-31,729000,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-233/home/1571021,San Francisco Association of Realtors (SFARMLS),440867,Skybox Realty,N,Y,37.791026,-122.413648,false,964
Past Sale,Condo/Coop,1177 California St #506,San Francisco,CA,94108,550000,0,1,Nob Hill,411,,1978,1,,,Sold,,,,,550000,2016-04-07,550000,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-506/home/1786989,San Francisco Association of Realtors (SFARMLS),441415,Paragon Real Estate Group,N,Y,37.791026,-122.413648,false,1338
Past Sale,Condo/Coop,1177 California #1414,San Francisco,CA,94108,1798000,2,2.5,Nob Hill,1399,,1978,1,,,Sold,,,,,1798000,2016-04-15,1739000,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-1414/home/1459255,San Francisco Association of Realtors (SFARMLS),441542,GPK,N,Y,37.791026,-122.413648,false,1243
Past Sale,Condo/Coop,1177 California #1204,San Francisco,CA,94108,849000,1,1,Nob Hill,645,,1978,1,,,Sold,,,,,849000,2016-05-27,849000,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-1204/home/1029645,San Francisco Association of Realtors (SFARMLS),446078,GPK,N,Y,37.791026,-122.413648,false,1316
Past Sale,Condo/Coop,900 Bush St #1102,San Francisco,CA,94109,625000,1,1,Downtown,657,,1981,1,,,Sold,,,,,625000,2016-02-09,682000,http://www.redfin.com/CA/San-Francisco/900-Bush-St-94109/unit-1102/home/1251297,San Francisco Association of Realtors (SFARMLS),439958,Zephyr Real Estate,N,Y,37.789945,-122.412727,false,1038
Past Sale,Condo/Coop,900 Bush St #806,San Francisco,CA,94109,700000,1,1,Downtown,,,1981,1,,,Sold,,,,,700000,2016-03-31,700000,http://www.redfin.com/CA/San-Francisco/900-Bush-St-94109/unit-806/home/1871297,San Francisco Association of Realtors (SFARMLS),443865,Zephyr Real Estate,N,Y,37.789945,-122.412727,false,
Past Sale,Single Family Residential,3756 Jackson St,San Francisco,CA,94118,8995000,6,7,Presidio Heights,7624,,1925,2,Garage,,Sold,,,,2016-03-09,11500000,2016-04-18,8850000,http://www.redfin.com/CA/San-Francisco/3756-Jackson-St-94118/home/970160,San Francisco Association of Realtors (SFARMLS),438601,Coldwell Banker Previews Int'l,N,Y,37.7899079,-122.456763,false,1161
Past Sale,Condo/Coop,901 Powell St #8,San Francisco,CA,94108,1469000,3,2,Nob Hill,1562,,1912,1,,,Sold,,,,,1469000,2016-04-04,1425000,http://www.redfin.com/CA/San-Francisco/901-Powell-St-94108/unit-8/home/1276748,San Francisco Association of Realtors (SFARMLS),441820,Pacific Union International Inc.,N,Y,37.793072,-122.409661,false,912
Past Sale,Multi-Family (5+ Unit),1055 Mason St,San Francisco,CA,94108,5000000,,,Nob Hill,9918,2871,1912,0,,,Sold,,,,,5000000,2016-02-01,5800000,http://www.redfin.com/CA/San-Francisco/1055-Mason-St-94108/home/101624843,San Francisco Association of Realtors (SFARMLS),438566,Coldwell Banker Res. R.E. Svcs,N,Y,37.7934222,-122.4114106,false,585
Past Sale,Single Family Residential,2209 Pacific Ave,San Francisco,CA,94115,9495000,4,4,Pacific Heights,6715,4464,1915,2,Garage,,Sold,,,,,9495000,2015-11-05,9950000,http://www.redfin.com/CA/San-Francisco/2209-Pacific-Ave-94115/home/567920,San Francisco Association of Realtors (SFARMLS),439671,"Summit Real Estate Group, Inc",N,Y,37.793434,-122.431918,false,1482
Past Sale,Condo/Coop,2217 Pacific Ave #3,SAN FRANCISCO,CA,94115,695000,1,1,SAN FRANCISCO,612,3153,1904,0,,,Sold,,,,,695000,2016-04-08,805000,http://www.redfin.com/CA/San-Francisco/2217-Pacific-Ave-94115/unit-3/home/1383825,MLSListings Inc. (MLSLI),ML81562349,Alain Pinel Realtors,N,Y,37.793421,-122.432139,false,1315
Past Sale,Multi-Family (2-4 Unit),133 10th Ave,San Francisco,CA,94118,,,2,94118,3386,,1911,,,,,,,,,,2016-01-07,2925000,http://www.redfin.com/CA/San-Francisco/133-10th-Ave-94118/home/922871,,,,N,Y,37.7858521,-122.4691579,,864
Past Sale,Condo/Coop,1388 Gough St #603,San Francisco,CA,94109,1189000,2,2,Van Ness/Civic Center,1192,,1993,1,,,Sold,,,,,1189000,2016-02-29,1318000,http://www.redfin.com/CA/San-Francisco/1388-Gough-St-94109/unit-603/home/1610352,San Francisco Association of Realtors (SFARMLS),440705,Pacific Union International Inc.,N,Y,37.7857937,-122.4246689,false,1106
Past Sale,Condo/Coop,1388 Gough St #405,San Francisco,CA,94109,1175000,2,2,Van Ness/Civic Center,1285,,1993,1,,,Sold,,,,,1175000,2016-04-29,1250000,http://www.redfin.com/CA/San-Francisco/1388-Gough-St-94109/unit-405/home/1529946,San Francisco Association of Realtors (SFARMLS),443870,Paragon Real Estate Group,N,Y,37.7857937,-122.4246689,false,973
Past Sale,Single Family Residential,161 28th Ave,San Francisco,CA,94121,3250000,5,3,Sea Cliff,,,1922,2,Garage,,Sold,,,,,3250000,2016-05-16,2950000,http://www.redfin.com/CA/San-Francisco/161-28th-Ave-94121/home/1748781,San Francisco Association of Realtors (SFARMLS),444610,Hill & Co.,N,Y,37.785856,-122.488634,false,
Past Sale,Condo/Coop,36 Heather Ave,San Francisco,CA,94118,780000,1,1,Jordan Park/Laurel Heights,906,,1949,1,,,Sold,,,,,780000,2015-12-15,810000,http://www.redfin.com/CA/San-Francisco/36-Heather-Ave-94118/home/1625732,San Francisco Association of Realtors (SFARMLS),439577,Hill & Co.,N,Y,37.785161,-122.452628,false,894
Past Sale,Single Family Residential,231 24th Ave,San Francisco,CA,94116,3795000,4,4.5,Lake,4046,,,1,Garage,,Sold,,,,,3795000,2016-03-24,3795000,http://www.redfin.com/CA/San-Francisco/231-24th-Ave-94121/unit-233/home/1724286,San Francisco Association of Realtors (SFARMLS),441818,Vanguard Properties,N,Y,37.785156,-122.484359,false,938
Past Sale,Single Family Residential,138 23rd Ave,San Francisco,CA,94118,1595000,4,1.5,Lake,2445,3000,1908,2,Garage,,Sold,,,,,1595000,2016-05-12,2050000,http://www.redfin.com/CA/San-Francisco/138-23rd-Ave-94121/home/2030901,San Francisco Association of Realtors (SFARMLS),443717,Coldwell Banker Res. R.E. Svc.,N,Y,37.7851659,-122.482623,false,838
Past Sale,Single Family Residential,135 Locust St,San Francisco,CA,94118,4995000,4,3.5,Presidio Heights,,3044,1906,1,Garage,,Sold,,,,,4995000,2015-11-04,5410000,http://www.redfin.com/CA/San-Francisco/135-Locust-St-94118/home/1172202,San Francisco Association of Realtors (SFARMLS),438037,Hill & Co.,N,Y,37.789745,-122.452704,false,
Past Sale,Condo/Coop,318 Spear St Unit 4C,San Francisco,CA,94105,998000,1,1,South Beach,828,,2008,1,,,Sold,,,,,998000,2016-05-12,998000,http://www.redfin.com/CA/San-Francisco/318-Spear-St-94105/unit-4C/home/21966798,San Francisco Association of Realtors (SFARMLS),442870,Pacific Union International Inc.,N,Y,37.7897457,-122.3908558,false,1205
Past Sale,Condo/Coop,630 Mason St #303,San Francisco,CA,94108,799000,2,1,Downtown,1030,,1927,0,,,Sold,,,,,799000,2016-05-02,802000,http://www.redfin.com/CA/San-Francisco/630-Mason-St-94108/unit-303/home/12392938,San Francisco Association of Realtors (SFARMLS),442968,BHG Mason-McDuffie Real Estate,N,Y,37.789448,-122.410054,false,779
Past Sale,Condo/Coop,3579 Sacramento St,San Francisco,CA,94118,,3,1,94118,1519,,1907,,,,,,,,,,2016-04-12,2100000,http://www.redfin.com/CA/San-Francisco/3579-Sacramento-St-94118/home/1837398,,,,N,Y,37.7874227,-122.4515286,,1382
Past Sale,Multi-Family (2-4 Unit),767 Pine St,San Francisco,CA,94108,2295000,,,Downtown,4605,1376,1909,0,,,Sold,,,,,2295000,2015-12-31,2488000,http://www.redfin.com/CA/San-Francisco/771-Pine-St-94108/home/553515,San Francisco Association of Realtors (SFARMLS),439368,Pacific Land Company,N,Y,37.7909962,-122.4084806,false,540
Past Sale,Condo/Coop,Unable to map,San Francisco,CA,94108,,3,2,94108,1688,,2001,,,,,,,,,,2016-02-25,1700000,http://www.redfin.com/CA/San-Francisco/Unknown-94108/home/1880890,,,,N,Y,37.7909427,-122.4084994,,1007
Past Sale,Single Family Residential,2820 Jackson St,San Francisco,CA,94115,4100000,5,3.5,Pacific Heights,3212,2650,1900,2,Garage,,Sold,,,,2015-10-30,4500000,2015-12-14,4000000,http://www.redfin.com/CA/San-Francisco/2820-Jackson-St-94115/home/2015762,San Francisco Association of Realtors (SFARMLS),438910,Pacific Union International Inc.,N,Y,37.791799,-122.44168,false,1245
Past Sale,Condo/Coop,81 Lansing St #410,San Francisco,CA,94105,799000,1,1,South Beach,855,,1995,1,,,Sold,,,,,799000,2015-12-29,778000,http://www.redfin.com/CA/San-Francisco/81-Lansing-St-94105/unit-410/home/1687074,San Francisco Association of Realtors (SFARMLS),437456,,N,Y,37.7855973,-122.3942016,false,910
Past Sale,Single Family Residential,46 Presidio Ave,San Francisco,CA,94115,3695000,4,3.5,Pacific Heights,2750,,1916,1,Garage,,Sold,,,,,3695000,2015-11-25,3900000,http://www.redfin.com/CA/San-Francisco/46-Presidio-Ave-94115/home/1209685,San Francisco Association of Realtors (SFARMLS),437815,Coldwell Banker Previews Int'l,N,Y,37.79125,-122.447325,false,1418
Past Sale,Condo/Coop,2947 Jackson St,San Francisco,CA,94115,1899000,3,2,Pacific Heights,2100,,1939,1,,,Sold,,,,2015-10-12,1999998,2015-11-30,1870000,http://www.redfin.com/CA/San-Francisco/2947-Jackson-St-94115/home/952081,San Francisco Association of Realtors (SFARMLS),437306,Pacific Union International Inc.,N,Y,37.791048,-122.443581,false,890
Past Sale,Condo/Coop,2311 Scott #1,San Francisco,CA,94115,2495000,3,2,Pacific Heights,1986,,1965,1,,,Sold,,,,,2495000,2015-12-29,2720000,http://www.redfin.com/CA/San-Francisco/2311-Scott-St-94115/unit-1/home/11743492,San Francisco Association of Realtors (SFARMLS),439002,Hill & Co.,N,Y,37.791381,-122.4396677,false,1370
Past Sale,Condo/Coop,2151 Laguna St #2,San Francisco,CA,94115,2995000,3,2,Pacific Heights,2624,,1919,1,,,Sold,,,,,2995000,2016-01-07,4500000,http://www.redfin.com/CA/San-Francisco/2151-Laguna-St-94115/unit-2/home/567411,San Francisco Association of Realtors (SFARMLS),439677,Hill & Co.,N,Y,37.791114,-122.429586,false,1715
Past Sale,Condo/Coop,2949 Jackson St Unit A,San Francisco,CA,94115,998000,1,1,Pacific Heights,1134,,1939,1,,,Sold,,,,,998000,2016-03-24,1180000,http://www.redfin.com/CA/San-Francisco/2949-Jackson-St-94115/unit-A/home/102814995,San Francisco Association of Realtors (SFARMLS),441267,Sotheby's International Realty,N,Y,37.791048,-122.443581,false,1041
Past Sale,Condo/Coop,2949A Jackson St,San Francisco,CA,94115,,1,1,94115,1200,,1939,,,,,,,,,,2016-03-24,1180000,http://www.redfin.com/CA/San-Francisco/2949A-Jackson-St-94115/home/1838885,,,,N,Y,37.791048,-122.443581,,983
Past Sale,Condo/Coop,2915 Jackson St,San Francisco,CA,94115,1995000,3,2,Pacific Heights,2036,,1904,1,,,Sold,,,,,1995000,2016-04-15,2100000,http://www.redfin.com/CA/San-Francisco/2915-Jackson-St-94115/home/1109403,San Francisco Association of Realtors (SFARMLS),442769,Pacific Union International Inc.,N,Y,37.791165,-122.443232,false,1031
Past Sale,Condo/Coop,1731 Larkin St #5,San Francisco,CA,94109,1375000,2,2,Nob Hill,,,,1,,,Sold,,,,,1375000,2015-12-02,1361250,http://www.redfin.com/CA/San-Francisco/1731-Larkin-St-94109/unit-5/home/100379602,San Francisco Association of Realtors (SFARMLS),437736,Pacific Union International Inc.,N,Y,37.793838,-122.420011,false,
Past Sale,Condo/Coop,1731 Larkin St #3,San Francisco,CA,94109,1295000,2,2,Nob Hill,,,,1,,,Sold,,,,,1295000,2016-02-10,1295000,http://www.redfin.com/CA/San-Francisco/1731-Larkin-St-94109/unit-3/home/101682418,San Francisco Association of Realtors (SFARMLS),438915,Pacific Union International Inc.,N,Y,37.793838,-122.420011,false,
Past Sale,Condo/Coop,1731 Larkin St #1,San Francisco,CA,94109,1195000,2,2,Nob Hill,,,,1,,,Sold,,,,,1195000,2016-01-29,1200000,http://www.redfin.com/CA/San-Francisco/1731-Larkin-St-94109/unit-1/home/102171394,San Francisco Association of Realtors (SFARMLS),440286,Pacific Union International Inc.,N,Y,37.793838,-122.420011,false,
Past Sale,Multi-Family (5+ Unit),1731 Larkin St,San Francisco,CA,94109,,,6,94109,7188,,1908,,,,,,,,,,2016-02-10,1295000,http://www.redfin.com/CA/San-Francisco/1731-Larkin-St-94109/home/1811360,,,,N,Y,37.793838,-122.420011,,180
Past Sale,Condo/Coop,2200 Pacific Ave Unit 11B,San Francisco,CA,94115,2125000,1,2.5,Pacific Heights,,,1962,2,,,Sold,,,,,2125000,2016-04-12,2900000,http://www.redfin.com/CA/San-Francisco/2200-Pacific-Ave-94115/unit-11B/home/563963,San Francisco Association of Realtors (SFARMLS),443267,Hill & Co.,N,Y,37.7939042,-122.4317493,false,
Past Sale,Single Family Residential,127 5th Ave,San Francisco,CA,94118,3400000,5,2.5,Lake,3720,5096,1904,2,Garage,,Sold,,,,,3400000,2016-04-08,3800000,http://www.redfin.com/CA/San-Francisco/127-5th-Ave-94118/home/1717118,San Francisco Association of Realtors (SFARMLS),442261,Pacific Union International Inc.,N,Y,37.786197,-122.463909,false,1022
Past Sale,Single Family Residential,306 Maple St,San Francisco,CA,94118,1995000,2,1.5,Presidio Heights,1910,2186,1907,0,,,Sold,,,,,1995000,2016-03-29,2800000,http://www.redfin.com/CA/San-Francisco/306-Maple-St-94118/home/1877473,San Francisco Association of Realtors (SFARMLS),442524,Pacific Union International Inc.,N,Y,37.787779,-122.455092,false,1466
Past Sale,Condo/Coop,333 Presidio Ave #4,San Francisco,CA,94115,729000,1,1,Presidio Heights,770,,1907,0,,,Sold,,,,,729000,2015-12-09,738000,http://www.redfin.com/CA/San-Francisco/333-Presidio-Ave-94115/unit-4/home/1852973,San Francisco Association of Realtors (SFARMLS),437961,Paragon Real Estate Group,N,Y,37.788551,-122.447336,false,958
Past Sale,Condo/Coop,2096 Pine St,San Francisco,CA,94115,899000,1,1,Lower Pacific Height,1239,,1900,1,,,Sold,,,,,899000,2016-03-21,960000,http://www.redfin.com/CA/San-Francisco/2096-Pine-St-94115/home/11743483,San Francisco Association of Realtors (SFARMLS),441970,Pacific Union International Inc.,N,Y,37.7886463,-122.4302373,false,775
Past Sale,Condo/Coop,3583 Sacramento St,San Francisco,CA,94118,,2,1,94118,1286,,1907,,,,,,,,,,2015-12-22,353000,http://www.redfin.com/CA/San-Francisco/3583-Sacramento-St-94118/home/855741,,,,N,Y,37.7874639,-122.451542,,274
Past Sale,Multi-Family (2-4 Unit),1401-1403 Lake St,San Francisco,CA,94118,2595000,,,Lake,4264,2205,1916,2,Garage,,Sold,,,,2015-11-20,3295000,2016-01-27,2700000,http://www.redfin.com/CA/San-Francisco/1401-Lake-St-94118/home/604758,San Francisco Association of Realtors (SFARMLS),437992,McGuire Real Estate,N,Y,37.786058,-122.474585,false,633
Past Sale,Multi-Family (5+ Unit),2801 Pine St,San Francisco,CA,94115,4995000,,,Lower Pacific Height,6750,2600,1927,9,Garage,,Sold,,,,,4995000,2015-11-05,4995000,http://www.redfin.com/CA/San-Francisco/2801-Pine-St-94115/home/1341038,San Francisco Association of Realtors (SFARMLS),440421,Brown & Co. Real Estate,N,Y,37.7867324,-122.4421662,false,740
Past Sale,Condo/Coop,1521 Sutter St #304,San Francisco,CA,94109,1095000,2,2,Lower Pacific Height,1098,,2008,1,,,Sold,,,,2015-10-07,1195000,2015-12-11,1095000,http://www.redfin.com/CA/San-Francisco/1521-Sutter-St-94109/unit-304/home/21965882,San Francisco Association of Realtors (SFARMLS),435745,Vanguard Properties,N,Y,37.786733,-122.425919,false,997
Past Sale,Condo/Coop,1506 Jackson St #2,San Francisco,CA,94109,899000,2,2,Nob Hill,1119,,1908,1,,,Sold,,,,,899000,2015-12-09,950000,http://www.redfin.com/CA/San-Francisco/1506-Jackson-St-94109/unit-2/home/61378063,San Francisco Association of Realtors (SFARMLS),439088,Brown & Co. Real Estate,N,Y,37.7943468,-122.4199584,false,849
Past Sale,Multi-Family (5+ Unit),1439 Leavenworth St,San Francisco,CA,94109,2300000,,,Nob Hill,4950,2186,1911,1,Garage,,Sold,,,,,2300000,2015-12-22,2300000,http://www.redfin.com/CA/San-Francisco/1439-Leavenworth-St-94109/unit-5/home/1197788,San Francisco Association of Realtors (SFARMLS),440594,Zephyr Real Estate,N,Y,37.7943202,-122.4165487,false,465
Past Sale,Condo/Coop,355 1st St Unit 1904,San Francisco,CA,94105,,1,1,94105,691,,2004,,,,,,,,,,2015-11-09,835000,http://www.redfin.com/CA/San-Francisco/355-1st-St-94105/unit-1904/home/879223,,,,N,Y,37.7868797,-122.3934879,,1208
Past Sale,Condo/Coop,355 1st St #1905,San Francisco,CA,94105,899000,1,1,South Beach,,,2004,1,,,Sold,,,,,899000,2015-11-23,860000,http://www.redfin.com/CA/San-Francisco/355-1st-St-94105/unit-1905/home/28890323,San Francisco Association of Realtors (SFARMLS),436748,Skybox Realty,N,Y,37.7868797,-122.3934879,false,
Past Sale,Condo/Coop,355 1st St Unit S1905,San Francisco,CA,94105,,1,1,94105,691,,2004,,,,,,,,,,2015-11-20,860000,http://www.redfin.com/CA/San-Francisco/355-1st-St-94105/unit-S1905/home/2030056,,,,N,Y,37.7868797,-122.3934879,,1245
Past Sale,Condo/Coop,1310 Scott St #40,San Francisco,CA,94115,799000,3,2,Western Addition,1270,,1986,1,,,Sold,,,,,799000,2015-12-28,958000,http://www.redfin.com/CA/San-Francisco/1310-Scott-St-94115/unit-40/home/101724964,San Francisco Association of Realtors (SFARMLS),439218,Climb Real Estate,N,Y,37.78223,-122.43689,false,754
Past Sale,Condo/Coop,8290 Folsom St Ste 906 (Unable to map),San Francisco,CA,94107,,,,94107,557,,2010,,,,,,,,,,2015-12-07,675000,http://www.redfin.com/CA/San-Francisco/8290-Folsom-St-94107/unit-906/home/40137518,,,,N,Y,37.7822106,-122.400975,,1212
Past Sale,Single Family Residential,683 Spruce St,San Francisco,CA,94118,2195000,4,3,Jordan Park/Laurel Heights,2100,2883,1921,1,Garage,,Sold,,,,,2195000,2016-01-12,2100000,http://www.redfin.com/CA/San-Francisco/683-Spruce-St-94118/home/1384575,San Francisco Association of Realtors (SFARMLS),439045,Alex Varum Broker,N,Y,37.782239,-122.453569,false,1000
Past Sale,Condo/Coop,1310 Scott St Apt D,San Francisco,CA,94115,,3,2,94115,1270,,1986,,,,,,,,,,2015-12-23,958000,http://www.redfin.com/CA/San-Francisco/1310-Scott-St-94115/unit-D/home/1572106,,,,N,Y,37.78223,-122.43689,,754
Past Sale,Condo/Coop,93 Blake St,SAN FRANCISCO,CA,94118,998000,3,2,SAN FRANCISCO,1700,2535,2001,1,Garage,,Sold,,,,,998000,2016-04-06,1280000,http://www.redfin.com/CA/San-Francisco/93-Blake-St-94118/home/859591,MLSListings Inc. (MLSLI),ML81564356,Brokers Connection Incorporate,N,Y,37.7822363,-122.4512908,false,753
Past Sale,Condo/Coop,47 Beideman St,San Francisco,CA,94115,1295000,2,1.5,Western Addition,1962,,1900,1,,,Sold,,,,,1295000,2016-04-26,1350000,http://www.redfin.com/CA/San-Francisco/47-Beideman-St-94115/home/594065,San Francisco Association of Realtors (SFARMLS),443670,Pacific Union International Inc.,N,Y,37.782188,-122.438629,false,688
Past Sale,Townhouse,1331 Scott St,San Francisco,CA,94115,1300000,2,2.5,Western Addition,1585,,1900,1,,,Sold,,,,,1300000,2016-05-16,1375000,http://www.redfin.com/CA/San-Francisco/1331-Scott-St-94115/home/1969078,San Francisco Association of Realtors (SFARMLS),442947,Pacific Union International Inc.,N,Y,37.7821682,-122.4377283,false,868
Past Sale,Condo/Coop,1348 Scott St Unit B,San Francisco,CA,94102,575000,1,1,Western Addition,653,,1986,1,,,Sold,,,,,575000,2016-06-30,635000,http://www.redfin.com/CA/San-Francisco/1348-Scott-St-94115/unit-B/home/102815021,San Francisco Association of Realtors (SFARMLS),446263,Sotheby's International Realty,N,Y,37.78223,-122.43689,false,972
